cord	ot	do	mw	podpomagane	dostavchik	podni
453	010412	300412	166	няма	ЧЕЗ	6,39,39,38,39,5
453	010512	310512	351	няма	ЧЕЗ	66,78,81,80,46
453	010612	300612	620	няма	ЧЕЗ	63,147,144,143,123
453	010712	310712	691	няма	ЧЕЗ	22,154,155,158,157,45
453	010812	310812	700	няма	ЧЕЗ	115,158,157,158,112
453	010912	300912	586	няма	ЧЕЗ	40,137,136,137,136
453	011012	311012	485	няма	ЧЕЗ	112,110,108,109,46
453	011112	301112	236	няма	ЧЕЗ	32,56,56,55,37
454	010212	290212	9	няма	ЧЕЗ	0,1,3,4,1
454	010312	310312	22	няма	ЧЕЗ	4,7,5,3,3
454	010412	300412	111	няма	ЧЕЗ	4,28,27,24,25,3
454	010512	310512	94	няма	ЧЕЗ	18,21,21,21,13
454	010612	300612	65	няма	ЧЕЗ	6,14,14,16,15
454	010712	310712	17	няма	ЧЕЗ	1,5,3,4,3,1
454	010812	310812	4	няма	ЧЕЗ	0,0,0,2,2
454	010912	300912	7	няма	ЧЕЗ	0,0,0,4,3
454	011012	311012	6	няма	ЧЕЗ	0,0,1,4,1
454	011112	301112	9	няма	ЧЕЗ	0,0,3,4,2
455	010212	290212	20	няма	ЧЕЗ	5,7,3,4,1
455	010312	310312	67	няма	ЧЕЗ	8,14,14,16,15
455	010412	300412	116	няма	ЧЕЗ	4,28,28,28,25,3
455	010512	310512	197	няма	ЧЕЗ	36,44,46,45,26
455	010612	300612	290	няма	ЧЕЗ	30,70,67,66,57
455	010712	310712	150	няма	ЧЕЗ	5,35,35,35,31,9
455	010812	310812	72	няма	ЧЕЗ	10,15,17,18,12
455	010912	300912	26	няма	ЧЕЗ	2,7,7,7,3
455	011012	311012	61	няма	ЧЕЗ	14,14,14,14,5
455	011112	301112	150	няма	ЧЕЗ	20,35,35,35,25
456	010112	290212	35	няма	ЧЕЗ	1,7,5,3,4,3,4,3,4,1
456	010312	310312	52	няма	ЧЕЗ	8,14,11,10,9
456	010412	300412	395	няма	ЧЕЗ	13,91,91,92,95,13
456	010512	310512	605	няма	ЧЕЗ	118,136,137,136,78
456	010612	300612	314	няма	ЧЕЗ	31,73,74,73,63
456	010712	310712	35	няма	ЧЕЗ	1,7,7,7,10,3
456	010812	310812	9	няма	ЧЕЗ	0,0,3,4,2
456	010912	300912	10	няма	ЧЕЗ	0,0,3,4,3
456	011012	311012	19	няма	ЧЕЗ	7,4,3,4,1
456	011112	301112	29	няма	ЧЕЗ	4,7,7,7,4
457	010112	290212	1	няма	EVN	0,0,0,0,0,0,0,0,0,1
457	010312	310312	1	няма	EVN	0,0,0,0,1
458	291211	280212	64	няма	EON	4,7,7,7,7,7,7,7,8,3
458	290212	300812	167	няма	EON	5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,3,4,3,2
459	010112	290212	60	няма	ЧЕЗ	1,7,7,7,7,7,7,7,7,3
459	010312	310312	79	няма	ЧЕЗ	12,17,18,17,15
459	010412	300412	209	няма	ЧЕЗ	7,49,49,49,49,6
459	010512	310512	204	няма	ЧЕЗ	42,45,46,45,26
459	010612	300612	198	няма	ЧЕЗ	21,47,46,45,39
459	010712	300912	20	няма	ЧЕЗ	0,0,0,0,0,0,0,0,3,3,4,3,4,3
459	011012	311012	34	няма	ЧЕЗ	7,7,7,9,4
459	011112	301112	62	няма	ЧЕЗ	8,14,14,14,12
460	010112	290212	20	няма	EVN	0,0,0,1,4,3,4,3,4,1
460	010312	310312	17	няма	EVN	4,3,4,3,3
460	010412	300412	21	няма	EVN	1,7,6,3,4,0
460	010512	310512	20	няма	EVN	6,5,4,3,2
460	010612	300612	41	няма	EVN	3,8,11,10,9
460	010712	310712	53	няма	EVN	2,14,13,11,10,3
460	010812	310812	2	няма	EVN	0,0,0,0,2
460	010912	300912	20	няма	EVN	2,7,4,4,3
460	011012	311012	16	няма	EVN	4,4,3,4,1
460	011112	301112	9	няма	EVN	0,0,3,4,2
461	010112	290212	14	Субсидия от ЕИБанка	EVN	0,0,0,0,0,2,4,3,4,1
461	010312	310312	14	Субсидия от ЕИБанка	EVN	1,3,4,3,3
461	010412	310812	95	Субсидия от ЕИБанка	EVN	1,7,7,7,7,7,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2
461	010912	300912	17	Субсидия от ЕИБанка	EVN	2,5,3,4,3
461	011012	311012	15	Субсидия от ЕИБанка	EVN	3,4,3,4,1
461	011112	301112	6	Субсидия от ЕИБанка	EVN	0,0,0,4,2
462	291211	280212	2	няма	EON	0,0,0,0,0,0,0,0,1,1
462	290212	290312	2	няма	EON	0,0,0,0,2
463	010112	290212	3	няма	EVN	0,0,0,0,0,0,0,0,2,1
464	010112	290212	10	няма	EVN	0,0,0,0,0,0,2,3,4,1
464	010312	311012	44	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,4,3,4,3,4,3,4,3,4,1
465	010112	290212	137	няма	EVN	2,14,14,14,16,17,18,17,18,7
465	010312	310312	52	няма	EVN	8,14,11,10,9
465	010412	310712	154	няма	EVN	1,7,7,7,7,7,7,7,7,10,11,10,11,10,11,10,11,10,3
465	010812	310812	36	няма	EVN	5,7,7,10,7
465	010912	300912	29	няма	EVN	2,7,7,7,6
465	011012	311012	50	няма	EVN	14,11,10,11,4
465	011112	301112	62	няма	EVN	8,14,14,14,12
466	010112	290212	46	няма	EVN	1,7,7,7,7,5,4,3,4,1
466	010312	310712	59	няма	EVN	0,0,0,0,0,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,1
466	010812	310812	13	няма	EVN	0,4,3,4,2
466	010912	300912	10	няма	EVN	0,0,3,4,3
466	011012	311012	13	няма	EVN	1,4,3,4,1
466	011112	301112	14	няма	EVN	1,4,3,4,2
467	010112	290212	37	няма	EVN	1,7,7,3,4,3,4,3,4,1
467	010312	310312	19	няма	EVN	4,5,4,3,3
467	010412	310812	67	няма	EVN	0,0,0,2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2
468	010212	290212	110	няма	ЧЕЗ	20,28,27,25,10
468	010312	310312	175	няма	ЧЕЗ	24,41,39,38,33
468	010412	300412	280	няма	ЧЕЗ	9,63,66,66,67,9
468	010512	310512	286	няма	ЧЕЗ	54,63,65,66,38
468	010612	300612	256	няма	ЧЕЗ	27,59,60,59,51
468	010712	310712	17	няма	ЧЕЗ	1,5,3,4,3,1
469	080212	290212	284	няма	EVN	65,91,91,37
469	010312	310312	534	няма	EVN	68,119,120,122,105
469	010412	300612	1599	няма	EVN	18,126,125,123,122,123,122,123,122,123,122,123,122,105
469	010712	310712	438	няма	EVN	14,98,98,98,101,29
469	010812	310812	467	няма	EVN	75,105,105,105,77
469	010912	300912	267	няма	EVN	18,63,63,63,60
469	011012	311012	228	няма	EVN	49,52,52,53,22
469	011112	301112	204	няма	EVN	28,49,49,46,32
470	010112	290212	16	няма	EVN	0,0,0,0,1,3,4,3,4,1
470	010312	300612	58	няма	EVN	0,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3
471	010112	290212	57	няма	EVN	1,7,7,7,7,7,7,7,6,1
471	010312	310712	105	няма	EVN	4,7,7,7,7,7,7,7,6,3,4,3,4,3,4,3,4,3,4,3,4,3,1
471	010812	310812	19	няма	EVN	5,5,3,4,2
471	010912	300912	20	няма	EVN	2,7,4,4,3
471	011012	311012	25	няма	EVN	7,7,6,4,1
471	011112	301112	31	няма	EVN	4,7,7,7,6
472	010112	280212	3	няма	EVN	0,0,0,0,0,0,0,0,2,1
472	010312	310312	4	няма	EVN	0,0,0,1,3
472	010412	300412	3	няма	EVN	0,0,0,0,3,0
472	010512	310812	18	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,4,2
473	010112	290212	12	няма	EVN	0,0,0,0,0,0,4,3,4,1
473	010312	300612	45	няма	EVN	0,0,0,0,0,4,3,4,3,4,3,4,3,4,3,4,3,3
473	010712	310712	14	няма	EVN	0,3,3,4,3,1
473	010812	310812	13	няма	EVN	0,4,3,4,2
473	010912	300912	12	няма	EVN	0,2,3,4,3
473	011012	311012	10	няма	EVN	0,2,3,4,1
473	011112	301112	5	няма	EVN	0,0,0,3,2
474	160112	280212	11	няма	EVN	0,0,0,3,4,3,1
474	290212	310312	117	няма	EVN	20,27,25,24,21
474	010412	300412	182	няма	EVN	6,42,42,42,44,6
474	010512	310512	184	няма	EVN	36,42,42,42,22
474	010612	300612	799	няма	EVN	81,188,186,185,159
474	010712	310712	783	няма	EVN	25,175,175,179,178,51
474	010812	310812	820	няма	EVN	131,186,185,186,132
474	010912	300912	714	няма	EVN	48,168,168,166,164
474	011012	311012	609	няма	EVN	140,138,136,137,58
474	011112	301112	261	няма	EVN	36,63,60,60,42
475	010212	290212	8	няма	EVN	0,0,3,4,1
475	010312	310312	44	няма	EVN	4,10,11,10,9
475	010412	300412	50	няма	EVN	2,14,12,10,11,1
475	010512	310512	39	няма	EVN	6,7,10,10,6
475	010612	300612	19	няма	EVN	3,6,4,3,3
475	010712	310712	27	няма	EVN	1,7,7,7,4,1
475	010812	310812	33	няма	EVN	5,7,7,7,7
475	010912	300912	18	няма	EVN	2,6,3,4,3
475	011012	311012	40	няма	EVN	7,8,10,11,4
475	011112	301112	33	няма	EVN	4,7,7,8,7
476	010212	290212	106	няма	EVN	20,27,24,25,10
476	010312	310312	160	няма	EVN	20,35,35,37,33
476	010412	300412	187	няма	EVN	6,42,42,45,46,6
476	010512	310512	159	няма	EVN	30,35,35,37,22
476	010612	300612	89	няма	EVN	9,21,21,21,17
476	010712	310712	119	няма	EVN	4,28,28,28,24,7
476	010812	310812	90	няма	EVN	15,21,21,21,12
476	010912	300912	80	няма	EVN	6,21,18,18,17
476	011012	311012	149	няма	EVN	35,35,34,32,13
476	011112	301112	134	няма	EVN	17,32,31,32,22
477	010112	290212	23	няма	EVN	0,0,1,3,4,3,4,3,4,1
477	010312	310312	38	няма	EVN	4,7,8,10,9
477	010412	300412	30	няма	EVN	1,7,7,7,7,1
477	010512	310512	28	няма	EVN	6,7,7,6,2
477	010612	300612	38	няма	EVN	3,7,9,10,9
477	010712	310712	37	няма	EVN	1,7,7,9,10,3
477	010812	310812	33	няма	EVN	5,7,7,7,7
477	010912	300912	31	няма	EVN	2,7,7,7,8
477	011012	311012	23	няма	EVN	7,7,4,4,1
478	010112	290212	10	няма	EVN	0,0,0,0,0,0,2,3,4,1
478	010312	310312	8	няма	EVN	0,0,2,3,3
478	010412	300412	8	няма	EVN	0,0,1,3,4,0
478	010512	310512	8	няма	EVN	0,0,3,3,2
478	010612	300612	12	няма	EVN	0,2,4,3,3
478	010712	310712	12	няма	EVN	0,1,3,4,3,1
478	010812	310812	10	няма	EVN	0,1,3,4,2
478	010912	300912	10	няма	EVN	0,0,3,4,3
478	011012	311012	7	няма	EVN	0,0,2,4,1
479	010112	290212	68	няма	EVN	1,7,7,7,7,7,7,10,11,4
479	010312	310312	55	няма	EVN	8,14,14,10,9
479	010412	300412	62	няма	EVN	2,14,14,14,16,2
479	010512	310512	53	няма	EVN	12,14,11,10,6
479	010612	300612	76	няма	EVN	9,17,18,17,15
479	010712	310712	75	няма	EVN	2,16,17,18,17,5
479	010812	310812	68	няма	EVN	10,14,14,18,12
479	010912	300912	60	няма	EVN	4,14,14,14,14
479	011012	311012	47	няма	EVN	11,11,10,11,4
480	010212	290212	3	няма	EVN	0,0,0,2,1
480	010312	310312	5	няма	EVN	0,0,0,2,3
480	010412	300412	13	няма	EVN	0,2,4,3,4,0
481	270212	290212	99	няма	НЕК	99
481	010312	310312	2464	няма	НЕК	318,556,557,556,477
481	010412	300412	2828	няма	НЕК	94,658,659,661,662,94
481	010512	310512	2526	няма	НЕК	489,570,571,570,326
481	010612	300612	3671	няма	НЕК	366,855,858,857,735
481	010712	310712	3764	няма	НЕК	121,849,850,851,850,243
481	010812	310812	3376	няма	НЕК	545,763,763,763,542
481	010912	300912	2690	няма	НЕК	180,630,627,627,626
481	011012	311012	2296	няма	НЕК	518,518,518,519,223
481	011112	301112	1357	няма	НЕК	180,315,316,319,227
482	010112	290212	5	няма	EVN	0,0,0,0,0,0,0,0,4,1
482	010312	300612	27	няма	EVN	0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,3,3
482	010712	310712	13	няма	EVN	0,2,3,4,3,1
482	010812	310812	8	няма	EVN	0,0,2,4,2
482	010912	300912	7	няма	EVN	0,0,0,4,3
482	011012	311012	8	няма	EVN	0,0,3,4,1
482	011112	301112	4	няма	EVN	0,0,0,2,2
483	010112	280212	12	няма	EVN	0,0,0,0,0,1,3,4,3,1
483	010312	310312	11	няма	EVN	0,1,4,3,3
483	010412	300412	12	няма	EVN	0,1,4,3,4,0
483	010512	310712	40	няма	EVN	0,1,3,4,3,4,3,4,3,4,3,4,3,1
483	010812	300912	24	няма	EVN	0,0,3,4,3,4,3,4,3
483	011012	311012	8	няма	EVN	0,0,3,4,1
483	011112	301112	5	няма	EVN	0,0,0,3,2
484	010212	290212	121	няма	EVN	20,28,28,32,13
484	010312	310312	160	няма	EVN	20,35,35,37,33
484	010412	300412	173	няма	EVN	6,42,42,39,39,5
484	010512	310512	144	няма	EVN	30,33,32,31,18
484	010612	300612	78	няма	EVN	9,19,18,17,15
484	010712	310712	111	няма	EVN	4,27,24,25,24,7
484	010812	310812	126	няма	EVN	20,28,28,28,22
484	010912	300912	72	няма	EVN	4,16,17,18,17
484	011012	311012	143	няма	EVN	35,32,31,32,13
484	011112	301112	116	няма	EVN	16,28,28,27,17
485	291211	280212	170	няма	EON	12,21,21,21,20,18,17,18,17,5
485	290212	300712	201	няма	EON	5,7,7,7,7,7,7,7,9,11,10,11,10,11,10,11,10,11,10,11,10,11,1
485	310712	300812	34	няма	EON	6,7,7,8,6
486	310112	280212	1420	няма	EON	294,343,343,343,97
486	290212	290312	698	няма	EON	115,161,164,164,94
486	300312	270412	979	няма	EON	102,238,237,235,167
486	280412	300512	527	няма	EON	32,112,112,112,112,47
486	310512	010712	464	няма	EON	58,102,101,102,101
486	020712	310712	476	няма	EON	112,112,112,109,31
486	300712	300812	609	няма	EON	133,133,133,133,77
486	310812	270912	439	няма	Енерго-Про Продажби	48,112,109,108,62
486	280912	301012	655	няма	Енерго-Про Продажби	60,140,140,140,136,39
486	311012	291112	654	няма	Енерго-Про Продажби	110,154,154,150,86
487	110112	290212	6	няма	ЧЕЗ	0,0,0,0,0,1,4,1
487	010312	310312	14	няма	ЧЕЗ	1,3,4,3,3
487	010412	300412	12	няма	ЧЕЗ	0,1,4,3,4,0
487	010512	310512	13	няма	ЧЕЗ	1,3,4,3,2
487	010612	300612	96	няма	ЧЕЗ	9,21,21,24,21
487	010712	310712	218	няма	ЧЕЗ	7,49,49,49,49,15
487	010812	310812	201	няма	ЧЕЗ	32,46,45,46,32
487	010912	300912	165	няма	ЧЕЗ	11,39,38,39,38
487	011012	311012	131	няма	ЧЕЗ	28,28,30,32,13
487	011112	301112	42	няма	ЧЕЗ	4,10,10,11,7
488	010112	280212	5	няма	EVN	0,0,0,0,0,0,0,1,3,1
488	010312	300412	11	няма	EVN	0,0,0,0,0,0,4,3,4,0
488	010512	300612	23	няма	EVN	0,0,3,3,4,3,4,3,3
488	010712	310712	14	няма	EVN	0,3,3,4,3,1
488	010812	310812	12	няма	EVN	0,3,3,4,2
488	010912	300912	11	няма	EVN	0,1,3,4,3
488	011012	311012	9	няма	EVN	0,1,3,4,1
488	011112	301112	5	няма	EVN	0,0,0,3,2
489	010112	280212	7	ПРСР, Мярка 312	EVN	0,0,0,0,0,0,0,3,3,1
489	010312	310712	47	ПРСР, Мярка 312	EVN	0,0,0,0,0,0,0,0,1,3,4,3,4,3,4,3,4,3,4,3,4,3,1
489	010812	310812	10	ПРСР, Мярка 312	EVN	0,1,3,4,2
489	010912	300912	9	ПРСР, Мярка 312	EVN	0,0,2,4,3
489	011012	311012	7	ПРСР, Мярка 312	EVN	0,0,2,4,1
489	011112	301112	4	ПРСР, Мярка 312	EVN	0,0,0,2,2
490	010112	290212	2	няма	EVN	0,0,0,0,0,0,0,0,1,1
490	010312	300912	24	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,3
491	010112	290212	105	няма	EVN	2,14,14,14,14,11,11,10,11,4
491	010312	310312	28	няма	EVN	4,7,7,7,3
491	010412	300412	33	няма	EVN	1,7,7,7,10,1
491	010512	310512	50	няма	EVN	12,11,11,10,6
491	010612	300612	31	няма	EVN	3,7,7,7,7
491	010712	310712	30	няма	EVN	1,7,7,7,7,1
491	010912	300912	22	няма	EVN	2,7,6,4,3
491	011012	311012	41	няма	EVN	7,9,10,11,4
491	011112	301112	27	няма	EVN	4,7,7,7,2
492	010112	290212	300	няма	EVN	5,35,35,35,35,35,35,35,35,15
492	010312	310312	269	няма	EVN	36,63,60,59,51
493	010412	300412	298	няма	EVN	10,70,70,70,69,9
493	010512	310512	274	няма	EVN	54,63,63,60,34
493	010612	300612	344	няма	EVN	34,80,81,80,69
493	010712	310712	348	няма	EVN	11,77,77,80,80,23
493	010812	310812	325	няма	EVN	52,74,73,74,52
493	010912	300912	290	няма	EVN	20,70,67,67,66
493	011012	311012	243	няма	EVN	56,56,56,53,22
493	011112	301112	133	няма	EVN	16,32,31,32,22
494	010112	290212	69	няма	EVN	1,7,7,7,7,7,8,10,11,4
494	010312	300612	717	няма	EVN	24,42,42,42,42,42,42,42,42,42,42,42,42,41,38,39,38,33
495	270312	310312	18	няма	ЧЕЗ	18
495	010412	300412	333	няма	ЧЕЗ	11,77,77,77,80,11
495	010512	310512	330	няма	ЧЕЗ	66,75,74,73,42
495	010612	300612	448	няма	ЧЕЗ	45,105,105,105,88
495	010712	310712	443	няма	ЧЕЗ	14,98,99,102,101,29
495	010812	310812	442	няма	ЧЕЗ	70,98,100,102,72
495	010912	300912	373	няма	ЧЕЗ	24,87,87,88,87
495	011012	311012	286	няма	ЧЕЗ	63,63,65,67,28
495	011112	301112	126	няма	ЧЕЗ	16,28,28,32,22
496	010212	290212	207	няма	ЧЕЗ	35,49,49,52,22
496	010312	310312	808	няма	ЧЕЗ	104,182,182,182,158
496	010412	300412	1408	няма	ЧЕЗ	47,329,329,329,328,46
496	010512	310512	1384	няма	ЧЕЗ	270,313,312,311,178
496	010612	300612	1084	няма	ЧЕЗ	108,252,252,253,219
496	010712	310712	403	няма	ЧЕЗ	13,91,91,91,91,26
497	050312	310312	335	няма	EVN	85,88,87,75
497	010412	300412	458	няма	EVN	15,105,106,108,109,15
497	010512	310512	424	няма	EVN	84,97,95,94,54
497	010612	300612	572	няма	EVN	57,133,133,133,116
497	010712	310712	566	няма	EVN	18,126,126,130,129,37
497	010812	310812	533	няма	EVN	85,119,119,123,87
497	010912	300912	454	няма	EVN	30,105,105,106,108
497	011012	311012	369	няма	EVN	84,84,84,83,34
498	010112	310312	55	няма	ЧЕЗ	1,7,7,6,3,4,3,4,3,4,3,4,3,3
498	010412	300412	88	няма	ЧЕЗ	3,21,21,21,20,2
498	010512	310512	64	няма	ЧЕЗ	12,14,14,14,10
498	010612	300612	51	няма	ЧЕЗ	6,14,12,10,9
498	010712	300912	9	няма	ЧЕЗ	0,0,0,0,0,0,0,0,0,0,0,2,4,3
498	011012	311012	2	няма	ЧЕЗ	0,0,0,1,1
498	011112	301112	10	няма	ЧЕЗ	0,1,3,4,2
499	010112	310312	45	няма	ЧЕЗ	0,4,3,4,3,4,3,4,3,4,3,4,3,3
499	010412	300412	181	няма	ЧЕЗ	6,42,42,42,43,6
499	010512	310512	186	няма	ЧЕЗ	36,42,42,42,24
499	010612	300612	79	няма	ЧЕЗ	9,20,18,17,15
499	010712	310712	23	няма	ЧЕЗ	1,7,7,4,3,1
499	010812	310812	5	няма	ЧЕЗ	0,0,0,3,2
499	010912	311012	1	няма	ЧЕЗ	0,0,0,0,0,0,0,0,0,1
500	210312	310312	10	няма	ЧЕЗ	5,5
500	010412	300412	26	няма	ЧЕЗ	1,7,7,7,4,0
500	010512	310512	29	няма	ЧЕЗ	6,7,7,7,2
500	010612	300612	37	няма	ЧЕЗ	3,7,8,10,9
500	010712	310712	37	няма	ЧЕЗ	1,7,7,9,10,3
500	010812	310812	34	няма	ЧЕЗ	5,7,7,8,7
500	010912	300912	30	няма	ЧЕЗ	2,7,7,7,7
500	011012	311012	25	няма	ЧЕЗ	7,7,6,4,1
500	011112	301112	15	няма	ЧЕЗ	2,4,3,4,2
501	090312	310312	22	няма	ЧЕЗ	3,7,7,5
501	010412	300412	39	няма	ЧЕЗ	1,7,9,10,11,1
501	010512	310512	61	няма	ЧЕЗ	12,14,14,14,7
501	010612	300612	78	няма	ЧЕЗ	9,19,18,17,15
501	010712	310712	74	няма	ЧЕЗ	2,15,17,18,17,5
501	010812	310812	71	няма	ЧЕЗ	10,14,17,18,12
501	010912	300912	63	няма	ЧЕЗ	4,14,14,14,17
501	011012	311012	55	няма	ЧЕЗ	14,14,12,11,4
501	011112	301112	31	няма	ЧЕЗ	4,7,7,7,6
502	010312	310312	392	няма	EVN	52,90,88,87,75
502	010412	300412	449	няма	EVN	15,105,105,105,105,14
502	010512	300612	978	няма	EVN	96,112,112,112,112,112,112,112,98
502	010712	310712	551	няма	EVN	18,126,126,124,122,35
502	010812	310812	499	няма	EVN	80,112,112,113,82
502	010912	300912	436	няма	EVN	30,102,101,102,101
502	011012	311012	357	няма	EVN	81,81,80,81,34
502	011112	301112	192	няма	EVN	24,45,45,46,32
503	010112	310312	376	няма	ЧЕЗ	4,28,28,28,28,28,28,28,28,28,30,32,31,27
503	010412	310712	540	няма	ЧЕЗ	4,28,28,30,32,31,32,31,32,31,32,31,32,31,32,31,32,31,9
503	010812	310812	15	няма	ЧЕЗ	2,4,3,4,2
503	011012	311012	4	няма	ЧЕЗ	0,0,0,3,1
503	011112	301112	8	няма	ЧЕЗ	0,0,2,4,2
504	010112	310312	640	няма	ЧЕЗ	7,49,49,49,49,49,49,49,49,49,49,49,49,45
504	010412	310712	706	няма	ЧЕЗ	6,42,42,42,42,42,42,42,42,42,42,38,39,38,39,38,39,38,11
504	010812	310812	69	няма	ЧЕЗ	10,14,15,18,12
504	010912	300912	32	няма	ЧЕЗ	2,7,7,7,9
504	011012	311012	23	няма	ЧЕЗ	7,7,4,4,1
504	011112	301112	45	няма	ЧЕЗ	6,11,10,11,7
505	010112	310312	481	няма	ЧЕЗ	5,35,35,35,35,35,37,39,38,39,38,39,38,33
505	010412	310712	1207	няма	ЧЕЗ	10,70,70,70,70,70,70,70,70,70,70,70,70,70,69,66,67,66,19
505	010812	310812	47	няма	ЧЕЗ	8,11,10,11,7
505	011112	301112	37	няма	ЧЕЗ	4,7,8,11,7
506	010112	310312	2826	няма	EON	31,217,217,217,217,217,217,217,217,217,217,217,219,189
506	010412	310712	4970	няма	EON	41,287,287,287,287,287,287,287,287,284,284,283,284,283,284,283,284,283,81
506	010812	310812	952	няма	EON	155,217,214,214,152
506	010912	300912	576	няма	Енерго-Про Продажби	38,133,133,136,136
506	011012	311012	496	няма	Енерго-Про Продажби	112,112,112,112,48
507	010112	310312	535	няма	EON	6,42,42,42,42,42,42,42,42,42,41,39,38,33
507	010412	310712	880	няма	EON	7,49,49,49,49,49,49,49,49,49,50,52,53,52,53,52,53,52,15
507	010812	310812	7	няма	EON	0,0,1,4,2
507	010912	300912	3	няма	Енерго-Про Продажби	0,0,0,0,3
507	011012	311012	1	няма	Енерго-Про Продажби	0,0,0,0,1
507	011112	301112	4	няма	Енерго-Про Продажби	0,0,0,2,2
508	010112	310312	1964	няма	EON	22,154,154,151,150,151,150,151,150,151,150,151,150,129
508	010412	310712	3368	няма	EON	28,196,196,196,195,192,193,192,193,192,193,192,193,192,193,192,193,192,55
508	010812	310812	20	няма	EON	5,6,3,4,2
508	010912	300912	11	няма	Енерго-Про Продажби	0,1,3,4,3
508	011012	311012	5	няма	Енерго-Про Продажби	0,0,0,4,1
